epoch,train_loss,valid_loss,fbeta,accuracy_thresh,cpu used,peak,gpu used,peak,time
0,0.099561,0.876487,0.500000,0.800000,0,0,154,1448,00:06
1,0.089255,0.734913,0.500000,0.800000,0,0,0,1476,00:06
2,0.078786,0.827426,0.500000,0.800000,0,0,0,1404,00:05
3,0.073060,1.009235,0.500000,0.800000,0,0,0,1476,00:05
4,0.066781,0.866063,0.500000,0.800000,0,0,0,1404,00:05
