epoch,train_loss,valid_loss,fbeta,accuracy_thresh,cpu used,peak,gpu used,peak,time
0,0.678766,0.500667,0.608051,0.788000,0,0,140,4192,00:05
1,0.524999,0.306533,0.699410,0.864480,0,0,0,4216,00:06
2,0.422934,0.256208,0.795948,0.889440,0,0,0,4216,00:06
